site,year,county_name,state,statefip,countyfip,statefip_countyfip,source,pop_adult_AIAN_any_ethnicity,pop_adult_A_any_ethnicity,pop_adult_PI_any_ethnicity,pop_adult_any_ethnicity,pop_adult_black_any_ethnicity,pop_adult_hispanic_any_race,pop_adult_white_any_ethnicity,pop_adult_white_non_hispanic,pop_total_AIAN_any_ethnicity,pop_total_AIAN_female_any_ethnicity,pop_total_AIAN_male_any_ethnicity,pop_total_A_any_ethnicity,pop_total_A_female_any_ethnicity,pop_total_A_male_any_ethnicity,pop_total_PI_any_ethnicity,pop_total_PI_female_any_ethnicity,pop_total_PI_male_any_ethnicity,pop_total_any_ethnicity,pop_total_black_any_ethnicity,pop_total_black_female_any_ethnicity,pop_total_black_male_any_ethnicity,pop_total_female_any_ethnicity,pop_total_hispanic_any_race,pop_total_hispanic_female_any_race,pop_total_hispanic_male_any_race,pop_total_male_any_ethnicity,pop_total_white_any_ethnicity,pop_total_white_female_any_ethnicity,pop_total_white_female_non_hispanic,pop_total_white_male_any_ethnicity,pop_total_white_male_non_hispanic,pop_total_white_non_hispanic,pop_total_non_hispanic,pop_total_black_non_hispanic,pop_total_AIAN_non_hispanic,pop_total_A_non_hispanic,pop_total_PI_non_hispanic,pop_total_white_hispanic_only,pop_total_black_hispanic_only,pop_total_AIAN_hispanic_only,pop_total_A_hispanic_only,pop_total_PI_hispanic_only,pop_total_API_any_ethnicity,pop_total_API_male_any_ethnicity,pop_total_API_female_any_ethnicity,pop_adult_API_any_ethnicity,pop_total_API_non_hispanic,pop_total_poc,pop_total_poc_male,pop_total_poc_female,pop_adult_poc
New Orleans,2020,Orleans,Louisiana,22,071,22071,2020 1/5 Year ACS,642,9445,31,313190,177844,16052,113498,104785,723,388,335,11305,5806,5499,31,17,14,391249,231679,126181,105498,205997,21452,10247,11205,185252,130678,64922,59692,65756,60239,119931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11336,5513,5823,9476,NA,260571,111346,132392,199692
New Orleans,2020,Orleans,Louisiana,22,071,22071,2019 1/5 Year ACS,655,9214,62,313010,177750,15880,114469,104241,763,363,400,11049,5994,5055,62,25,37,390144,229418,125324,104094,205938,21483,9957,11526,184206,132595,65762,60062,66833,59698,119760,369432,230066,564,11287,26,12777,2594,199,74,36,11111,5092,6019,9276,11313,257549,109586,131706,198541
New Orleans,2021,Orleans,Louisiana,22,071,22071,2021 1/5 Year ACS,680,8955,22,302484,167638,15672,103674,100856,803,382,421,10216,5812,4404,42,12,30,376971,215766,117907,97859,198577,21487,10315,11172,178394,119020,59556,57793,59464,58057,115850,362660,221301,402,10488,42,8075,1945,401,57,0,10258,4434,5824,8977,10530,257951,102714,124113,198810
New Orleans,2022,Orleans,Louisiana,22,071,22071,2022 1/5 Year ACS,736,9192,15,298282,161385,15893,101815,99399,818,391,427,10513,5497,5016,61,15,46,369749,204983,112689,92294,195412,21909,10670,11239,174337,116997,58176,56968,58821,57296,114264,358880,215595,404,10646,61,6188,1271,414,34,0,10574,5062,5512,9207,10707,252752,97783,118592,196467
New Orleans,2023,Orleans,Louisiana,22,071,22071,2023 1/5 Year ACS,902,9024,15,292963,156176,21563,97946,95124,1002,495,507,10516,5859,4657,48,15,33,364136,198422,109285,89137,193253,29563,14418,15145,170883,113680,57415,55286,56265,54799,110085,346180,205700,480,10424,48,5846,1933,522,39,0,10564,4690,5874,9039,10472,250456,94334,115654,195017
New Orleans,2024,Orleans,Louisiana,22,071,22071,2024 1/5 Year ACS,999,9548,15,291911,155075,22484,99506,94503,1060,531,529,10512,5889,4623,58,2,56,362701,198525,109189,89336,192127,31213,14603,16610,170574,115638,58665,55613,56973,53977,109590,341428,200368,486,10356,45,4112,2685,574,50,13,10570,4679,5891,9563,10401,247063,94544,115611,192405
New York City,2014,NA,New York,36,NA,NA,2014 1/5 Year ACS,23119,959272,2945,6694279,1606824,1828673,2958119,2278137,31626,17373,14253,1172114,611671,560443,3572,1829,1743,8491079,2079129,1137180,941949,4444685,2460898,1266580,1194318,4046394,3619690,1856127,1404733,1763563,1333814,2738547,5946906,1886662,15951,1098961,2363,911679,181046,16936,8028,1209,1175686,562186,613500,962217,1101324,4871389,1518388,1768053,3736160
New York City,2015,NA,New York,36,NA,NA,2015 1/5 Year ACS,26701,990776,2748,6745758,1589390,1850076,2974470,2275483,35088,18314,16774,1205321,630167,575154,3389,1747,1642,8550405,2055137,1122271,932866,4468707,2485125,1278127,1206998,4081698,3639914,1870304,1405022,1769610,1335975,2740997,5989446,1885085,15518,1130979,2216,908459,180512,17272,8315,1173,1208710,576796,631914,993524,1133195,4910491,1526436,1772499,3771288
New York City,2016,NA,New York,36,NA,NA,2016 1/5 Year ACS,26049,991673,3278,6737919,1610655,1851056,2969838,2257922,34323,18363,15960,1205911,630743,575168,3995,2065,1930,8537673,2073102,1139623,933479,4462031,2489090,1281308,1207782,4075642,3627375,1851846,1389899,1775529,1325123,2715022,6004016,1879364,14726,1150513,3002,915009,185563,18662,9370,993,1209906,577098,632808,994951,1153515,4910298,1526537,1790794,3768081
New York City,2017,NA,New York,36,NA,NA,2017 1/5 Year ACS,28824,1029765,3617,6833629,1633608,1881988,2977921,2275545,37737,20125,17612,1252589,659811,592778,4358,2241,2117,8622698,2094132,1138227,955905,4510159,2517429,1296725,1220704,4112539,3635789,1862783,1398313,1773006,1335056,2733369,6068576,1885890,15060,1188404,2819,914641,195617,19427,9930,1539,1256947,594895,662052,1033382,1191223,4986909,1568412,1820404,3855708
New York City,2018,NA,New York,36,NA,NA,2018 1/5 Year ACS,27643,987891,3640,6659492,1597920,1831244,2903707,2225022,36317,18261,18056,1192303,626437,565866,4339,2353,1986,8398748,2039194,1113267,925927,4394815,2449451,1264904,1184547,4003933,3548402,1821442,1367978,1726960,1307841,2675819,5986576,1853055,15017,1167421,2794,889127,196363,21058,10279,1545,1196642,567852,628790,991531,1170215,4850346,1511835,1760318,3755785
New York City,2019,NA,New York,36,NA,NA,2019 1/5 Year ACS,30294,994518,3943,6621740,1612757,1820994,2876220,2202915,37566,18194,19372,1201923,630451,571472,4802,2764,2038,8336817,2060119,1126409,933710,4357727,2423588,1251831,1171757,3979090,3531777,1810439,1356630,1721338,1298738,2655368,5971454,1837549,14463,1176762,2828,894931,209328,21787,9846,1974,1206725,573510,633215,998461,1179590,4805040,1526592,1777818,3745520
New York City,2020,NA,New York,36,NA,NA,2020 1/5 Year ACS,28113,977920,4336,6642083,1565848,1825072,2832647,2219837,36884,18546,18338,1197261,626091,571170,5283,2957,2326,8379552,1996121,1091965,904156,4381593,2423869,1252035,1171834,3997959,3463286,1775345,1368996,1687941,1307736,2676732,0,0,0,0,0,0,0,0,0,0,1202544,573496,629048,982256,0,4916266,1495990,1739559,3809436
New York City,2020,NA,New York,36,NA,NA,2019 1/5 Year ACS,30294,994518,3943,6621740,1612757,1820994,2876220,2202915,37566,18194,19372,1201923,630451,571472,4802,2764,2038,8336817,2060119,1126409,933710,4357727,2423588,1251831,1171757,3979090,3531777,1810439,1356630,1721338,1298738,2655368,5971454,1837549,14463,1176762,2828,894931,209328,21787,9846,1974,1206725,573510,633215,998461,1179590,4805040,1526592,1777818,3745520
New York City,2021,NA,New York,36,NA,NA,2021 1/5 Year ACS,54292,1001844,4425,6714576,1441580,1862605,2317175,2160870,73446,35136,38310,1217790,634657,583133,5600,3132,2468,8467513,1827639,994182,833457,4400695,2464120,1269042,1195078,4066818,2818025,1438903,1330817,1379122,1283850,2614667,6215025,1844333,15510,1233852,2589,684459,198227,30274,10658,3011,1223390,585601,637789,1006269,1236441,5649488,1457368,1667107,4397401
New York City,2022,NA,New York,36,NA,NA,2022 1/5 Year ACS,50164,1024279,4483,6658469,1448049,1845379,2287609,2112173,67786,34470,33316,1238974,648478,590496,5431,2823,2608,8335897,1822642,984794,837848,4328541,2423203,1246753,1176450,4007356,2781859,1416122,1292626,1365737,1252563,2545189,6119462,1810769,15422,1238555,3056,543509,181431,37406,9439,2375,1244405,593104,651301,1028762,1241611,5554038,1464268,1670565,4370860
New York City,2023,NA,New York,36,NA,NA,2023 1/5 Year ACS,57780,1033662,4987,6624069,1446105,1793345,2295551,2128594,74721,36582,38139,1237189,649180,588009,5960,2889,3071,8258035,1817078,983973,833105,4297102,2347050,1211383,1135667,3960933,2780452,1414338,1300725,1366114,1259997,2560722,6095663,1773772,16143,1236241,3610,387255,159423,42837,8663,2350,1243149,591080,652069,1038649,1239851,5477583,1462324,1672624,4328518
New York City,2024,NA,New York,36,NA,NA,2024 1/5 Year ACS,50990,1084250,5131,6818220,1460599,1857568,2348374,2170251,70236,35898,34338,1295263,677597,617666,6210,2917,3293,8478072,1827815,990799,837016,4406139,2430426,1250412,1180014,4071933,2834873,1445236,1321781,1389637,1280882,2602663,6063722,1730658,16347,1240270,3836,241194,129995,52671,9207,2374,1301473,620959,680514,1089381,1244106,5643199,1492313,1707211,4469846
Palm Beach,2014,Palm Beach,Florida,12,099,12099,2014 1/5 Year ACS,1883,29334,539,1125295,183170,211015,873454,689556,2506,1189,1317,37234,19903,17331,702,343,359,1397710,252336,132327,120009,721386,289802,143697,146105,676324,1048104,538958,414434,509146,381934,796368,1087550,234736,1543,33506,608,232201,6400,963,182,94,37936,17690,20246,29873,34114,349606,139016,153762,251841
Palm Beach,2015,Palm Beach,Florida,12,099,12099,2015 1/5 Year ACS,1954,29604,486,1146381,188152,218969,879916,693484,2686,1411,1275,36883,19872,17011,534,252,282,1422789,259040,136310,122730,734937,300776,149429,151347,687852,1052547,542337,415743,510210,383212,798955,1097934,241488,1447,34215,476,239261,6317,1239,309,58,37417,17293,20124,30090,34691,370242,141298,157845,266465
Palm Beach,2016,Palm Beach,Florida,12,099,12099,2016 1/5 Year ACS,1701,31003,478,1164085,193591,225626,901195,700012,2087,1021,1066,38391,20189,18202,539,255,284,1443810,266755,141033,125722,745396,309949,154634,155315,698414,1079513,554212,418890,525301,387170,806060,1109106,249530,1116,35308,477,246244,6076,971,345,62,38930,18486,20444,31481,35785,364297,145274,162498,262890
Palm Beach,2017,Palm Beach,Florida,12,099,12099,2017 1/5 Year ACS,1872,32672,467,1187999,204595,240321,901943,697962,2268,1091,1177,40139,21711,18428,510,272,238,1471150,281793,147122,134671,757473,328182,163465,164717,713677,1081998,556530,414823,525468,386442,801265,1122562,257856,1122,36798,437,258998,6368,1146,434,73,40649,18666,21983,33139,37235,389152,154514,170196,286056
Palm Beach,2018,Palm Beach,Florida,12,099,12099,2018 1/5 Year ACS,1862,34055,535,1202498,203475,250233,909455,698275,2402,1105,1297,42059,22754,19305,592,241,351,1485941,273542,143158,130384,766350,340570,169843,170727,719591,1086487,556213,413952,530274,385469,799421,1130261,262376,1137,38372,465,270726,6113,1265,507,127,42651,19656,22995,34590,38837,399454,151337,167258,293043
Palm Beach,2019,Palm Beach,Florida,12,099,12099,2019 1/5 Year ACS,2414,34890,505,1212898,209426,258054,908311,694791,3056,1381,1675,41879,22459,19420,527,237,290,1496770,284114,148637,135477,771255,349584,174824,174760,725515,1083567,557529,412603,526038,383416,796019,1137087,266676,1201,38838,356,278000,6708,1855,585,171,42406,19710,22696,35395,39194,413203,156862,172714,304587
Palm Beach,2020,Palm Beach,Florida,12,099,12099,2020 1/5 Year ACS,2232,33568,443,1199363,202721,249616,871215,694540,2897,1122,1775,40979,21911,19068,482,165,317,1482057,276653,144008,132645,763563,334207,167071,167136,718494,1035517,532264,414145,503253,385018,799163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41461,19385,22076,34011,NA,446540,153805,167206,328148
Palm Beach,2020,Palm Beach,Florida,12,099,12099,2019 1/5 Year ACS,2414,34890,505,1212898,209426,258054,908311,694791,3056,1381,1675,41879,22459,19420,527,237,290,1496770,284114,148637,135477,771255,349584,174824,174760,725515,1083567,557529,412603,526038,383416,796019,1137087,266676,1201,38838,356,278000,6708,1855,585,171,42406,19710,22696,35395,39194,413203,156862,172714,304587
Palm Beach,2021,Palm Beach,Florida,12,099,12099,2021 1/5 Year ACS,2800,34966,395,1213912,202582,269874,696976,663094,3650,1538,2112,42588,22931,19657,471,200,271,1497987,271679,142955,128724,767544,358176,178715,179461,730443,807813,414196,390891,393617,369797,760688,1138591,269181,1031,41017,256,190161,6591,2619,493,215,43059,19928,23131,35361,41273,690174,150764,167624,516936
Palm Beach,2022,Palm Beach,Florida,12,099,12099,2022 1/5 Year ACS,2666,35862,618,1236678,207251,278153,705581,667219,3486,1406,2080,43146,23033,20113,847,354,493,1518477,279150,144757,134393,776876,367068,182952,184116,741601,813766,419621,392893,394145,370265,763158,1144105,270090,836,41602,638,146004,6660,2650,524,209,43993,20606,23387,36480,42240,704711,157079,169550,531097
Palm Beach,2023,Palm Beach,Florida,12,099,12099,2023 1/5 Year ACS,3021,36214,455,1247725,209286,285149,701570,661887,3715,1508,2207,45091,23134,21957,673,302,371,1533801,276533,143055,133478,785330,375967,188027,187940,748471,810936,416955,389742,393981,369811,759553,1148813,271548,920,42119,592,98745,7073,2795,635,81,45764,22328,23436,36669,42711,722865,158013,167999,546155
Palm Beach,2024,Palm Beach,Florida,12,099,12099,2024 1/5 Year ACS,3217,39674,568,1285944,222469,308533,715273,666171,4132,1795,2337,46164,23657,22507,741,317,424,1582055,292899,151177,141722,808632,405651,202230,203421,773423,826236,424663,390383,401573,370017,760400,1159066,277548,875,43187,612,58637,5786,3257,597,129,46905,22931,23974,40242,43799,755819,166990,176946,570671
Pennington,2014,Pennington,South Dakota,46,103,46103,2014 1/5 Year ACS,5026,851,41,82290,1015,2649,71139,69369,8536,4576,3960,1093,625,468,41,8,33,108242,1361,550,811,54495,4728,2242,2486,53747,89708,44396,43259,45312,43729,86988,99846,1254,8122,1093,41,2443,107,605,0,0,1134,501,633,892,1134,18534,5272,5759,11151
Pennington,2015,Pennington,South Dakota,46,103,46103,2015 1/5 Year ACS,5411,910,54,83238,1041,2780,71801,70101,9002,4666,4336,1147,632,515,54,21,33,108702,1361,639,722,53608,4934,2409,2525,55094,89994,44709,43477,45285,44051,87528,101151,1242,8148,1147,54,2445,119,854,0,0,1201,548,653,964,1201,18708,5606,5958,11437
Pennington,2016,Pennington,South Dakota,46,103,46103,2016 1/5 Year ACS,6079,932,40,83823,1085,2842,72757,70883,10308,5774,4534,1187,628,559,40,19,21,109372,1385,568,817,54589,5136,2485,2651,54783,90775,44921,43634,45854,44437,88071,102162,1275,8374,1187,40,2763,110,918,0,0,1227,580,647,972,1227,18597,5931,6989,11066
Pennington,2017,Pennington,South Dakota,46,103,46103,2017 1/5 Year ACS,5630,953,69,84820,982,2841,73459,71265,9485,5238,4247,1218,652,566,81,53,28,110141,1282,533,749,55130,5200,2572,2628,55011,91568,45100,43344,46468,44618,87962,102926,1160,8654,1209,75,2691,122,999,9,6,1299,594,705,1022,1284,18573,5590,6476,11361
Pennington,2018,Pennington,South Dakota,46,103,46103,2018 1/5 Year ACS,5876,1133,63,86425,960,2956,74602,72501,10645,5710,4935,1442,747,695,73,48,25,111729,1237,439,798,55318,5436,2606,2830,56411,92421,45743,44288,46678,45118,89406,103858,1146,8697,1431,68,2865,91,907,11,5,1515,720,795,1196,1499,19308,6453,6944,11823
Pennington,2019,Pennington,South Dakota,46,103,46103,2019 1/5 Year ACS,5734,1125,165,87734,996,3097,76115,73750,9859,5379,4480,1425,751,674,198,145,53,113775,1336,452,884,55895,5730,2795,2935,57880,95247,47379,44967,47868,45774,90741,104955,1297,9024,1414,190,3269,39,835,11,8,1623,727,896,1290,1604,18528,6091,6727,11619
Pennington,2020,Pennington,South Dakota,46,103,46103,2020 1/5 Year ACS,5439,1199,101,86568,1112,3253,74245,72509,9245,5263,3982,1495,787,708,159,97,62,112504,1584,435,1149,55630,6056,2938,3118,56874,92292,45494,44234,46798,45085,89319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1654,770,884,1300,NA,20212,5901,6582,12323
Pennington,2020,Pennington,South Dakota,46,103,46103,2019 1/5 Year ACS,5734,1125,165,87734,996,3097,76115,73750,9859,5379,4480,1425,751,674,198,145,53,113775,1336,452,884,55895,5730,2795,2935,57880,95247,47379,44967,47868,45774,90741,104955,1297,9024,1414,190,3269,39,835,11,8,1623,727,896,1290,1604,18528,6091,6727,11619
Pennington,2021,Pennington,South Dakota,46,103,46103,2021 1/5 Year ACS,5833,1112,81,86346,861,3299,71238,70068,9067,4193,4874,1346,790,556,121,82,39,111806,1357,416,941,54456,6087,2954,3133,57350,87441,42804,42217,44637,43711,85928,102620,1293,8364,1334,117,2606,64,962,12,4,1467,595,872,1193,1451,24365,6410,5481,15108
Pennington,2022,Pennington,South Dakota,46,103,46103,2022 1/5 Year ACS,4377,1053,22,89400,950,3448,75193,73983,6501,3889,2612,1204,754,450,34,12,22,114461,1478,604,874,56299,6239,3020,3219,58162,91525,44405,43712,47120,45981,89693,104147,1438,7358,1204,34,2376,40,925,0,0,1238,472,766,1075,1238,22936,3958,5259,14207
Pennington,2023,Pennington,South Dakota,46,103,46103,2023 1/5 Year ACS,4973,1073,14,91186,966,3352,74706,73970,8541,4318,4223,1231,745,486,25,11,14,115903,1463,596,867,56698,6165,2956,3209,59205,91049,44104,43535,46945,45967,89502,105916,1397,7079,1231,25,2262,66,826,0,0,1256,500,756,1087,1256,24854,5590,5670,16480
Pennington,2024,Pennington,South Dakota,46,103,46103,2024 1/5 Year ACS,6124,1172,9,90409,876,3531,73792,73236,9062,4673,4389,1401,855,546,20,11,9,115979,1280,511,769,56147,6444,3107,3337,59832,90475,44460,43672,46015,45444,89116,107068,1244,6831,1401,20,1379,36,859,0,0,1421,555,866,1181,1421,25504,5713,6050,16617
Philadelphia,2014,Philadelphia,Pennsylvania,42,101,42101,2014 1/5 Year ACS,3907,87598,1257,1213950,494334,142512,550338,476307,5289,2686,2603,109068,56482,52586,1538,921,617,1560297,660704,361203,299501,822716,212703,107459,105244,737581,664708,340008,285939,324700,270578,556517,1345345,646030,3085,102502,290,82938,19720,2204,898,1248,110606,53203,57403,88855,102792,895589,355307,421292,663612
Philadelphia,2015,Philadelphia,Pennsylvania,42,101,42101,2015 1/5 Year ACS,3883,91808,1494,1220954,496896,147070,544829,471133,5326,2669,2657,113162,59527,53635,1874,1106,768,1567442,664062,362317,301745,826172,219038,110845,108193,741270,657151,338289,283333,318862,268380,551713,1347351,645130,2839,105860,469,90821,19781,2487,893,1405,115036,54403,60633,93302,106329,910291,358805,425619,676125
Philadelphia,2016,Philadelphia,Pennsylvania,42,101,42101,2016 1/5 Year ACS,4215,90557,1327,1221937,495778,151079,531820,469115,5734,2746,2988,110733,57210,53523,1663,967,696,1567872,661032,359214,301818,824492,226320,113813,112507,743380,634111,323340,278679,310771,264458,543137,1345168,648187,2986,106642,425,93413,20386,2748,1027,1238,112396,54219,58177,91884,107067,933761,359025,420137,690117
Philadelphia,2017,Philadelphia,Pennsylvania,42,101,42101,2017 1/5 Year ACS,4284,94336,681,1236725,496489,157272,551645,471540,5641,2777,2864,115279,62022,53257,831,487,344,1580863,663708,361883,301825,832738,234183,117793,116390,748125,665060,343177,280117,321883,265463,545580,1347880,648846,2962,110513,351,103892,19277,2679,974,480,116110,53601,62509,95017,110864,915803,358290,427169,685080
Philadelphia,2018,Philadelphia,Pennsylvania,42,101,42101,2018 1/5 Year ACS,4347,95509,638,1240047,495014,161504,527986,467896,5843,2783,3060,116907,61731,55176,769,476,293,1584138,657756,359876,297880,834121,240269,121038,119231,750017,623482,316766,276385,306716,262621,539006,1347811,646234,3200,111912,381,103106,19813,2643,739,388,117676,55469,62207,96147,112293,960656,356409,424866,712061
Philadelphia,2019,Philadelphia,Pennsylvania,42,101,42101,2019 1/5 Year ACS,4133,98088,675,1241810,493689,162999,523570,468497,5754,2647,3107,119641,62222,57419,784,491,293,1584064,657343,357684,299659,834603,241425,121964,119461,749461,617726,318161,277932,299565,263195,541127,1347217,644723,3343,113484,395,97626,20610,2411,831,389,120425,57712,62713,98763,113879,966338,360478,423044,718240
Philadelphia,2020,Philadelphia,Pennsylvania,42,101,42101,2020 1/5 Year ACS,3860,94946,530,1237657,493064,159526,524569,468705,5255,2554,2701,117274,61407,55867,588,385,203,1581531,654092,355253,298839,832685,238112,120056,118056,748846,622027,319649,277561,302378,262265,539826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117862,56070,61792,95476,NA,959504,357610,419599,713088
Philadelphia,2020,Philadelphia,Pennsylvania,42,101,42101,2019 1/5 Year ACS,4133,98088,675,1241810,493689,162999,523570,468497,5754,2647,3107,119641,62222,57419,784,491,293,1584064,657343,357684,299659,834603,241425,121964,119461,749461,617726,318161,277932,299565,263195,541127,1347217,644723,3343,113484,395,97626,20610,2411,831,389,120425,57712,62713,98763,113879,966338,360478,423044,718240
Philadelphia,2021,Philadelphia,Pennsylvania,42,101,42101,2021 1/5 Year ACS,3589,97598,682,1236182,477876,168527,468541,451266,5010,2449,2561,118209,61751,56458,748,502,246,1576251,619248,334899,284349,826755,250485,126328,124157,749496,548638,282381,267294,266257,253055,520349,1350897,633122,2856,117537,320,74965,18856,2154,760,428,118957,56704,62253,98280,117857,1027613,343614,399601,767641
Philadelphia,2022,Philadelphia,Pennsylvania,42,101,42101,2022 1/5 Year ACS,3543,101916,736,1236992,469784,170995,469343,450548,5216,2547,2669,124169,64829,59340,806,526,280,1567258,618621,337611,281010,823962,252374,127448,124926,743296,541855,276751,263619,265104,253028,516647,1343485,620615,2404,120108,391,56569,18292,2812,943,415,124975,59620,65355,102652,120499,1025403,343299,405513,767649
Philadelphia,2023,Philadelphia,Pennsylvania,42,101,42101,2023 1/5 Year ACS,4416,103367,755,1226231,467186,165548,466894,446595,7012,3632,3380,124371,64944,59427,814,452,362,1550542,611907,331269,280638,817626,244555,124165,120390,732916,536355,275808,260418,260547,247474,507892,1341889,614807,2162,122016,325,40372,16554,4850,933,489,125185,59789,65396,104122,122341,1014187,343807,400297,759337
Philadelphia,2024,Philadelphia,Pennsylvania,42,101,42101,2024 1/5 Year ACS,4585,108836,607,1246953,470728,175934,476451,449516,7518,3901,3617,130944,68151,62793,615,349,266,1573916,609797,337416,272381,830312,258317,131639,126678,743604,559383,287295,264021,272088,251832,515853,1333824,605533,1837,124921,212,30684,16104,5681,981,403,131559,63059,68500,109443,125133,1014533,339057,409817,770502
Pima,2014,Pima,Arizona,04,019,04019,2014 1/5 Year ACS,22383,23041,1044,784677,26137,248187,622092,457759,32490,16521,15969,26807,14605,12202,1331,444,887,1004516,34178,15135,19043,510392,362438,185230,177208,494124,777131,397160,271976,379971,262735,534711,641815,32167,24404,25474,1245,244669,3259,7245,1322,86,28138,13089,15049,24085,26719,227385,48101,46705,162585
Pima,2015,Pima,Arizona,04,019,04019,2015 1/5 Year ACS,26399,23939,1088,791247,27459,253748,625613,457168,37188,18826,18362,29545,15491,14054,1454,535,919,1010025,36666,17230,19436,514159,367375,187742,179633,495866,776470,399260,271494,377210,261530,533024,641948,32586,24333,26127,1351,241734,3537,8323,1371,103,30999,14973,16026,25027,27478,233555,52771,52082,165634
Pima,2016,Pima,Arizona,04,019,04019,2016 1/5 Year ACS,23399,24840,1067,798539,26152,258947,629837,458499,32670,16473,16197,28713,15230,13483,1483,605,878,1016206,34344,15012,19332,516415,373956,190979,182977,499791,774608,398506,270959,376102,261433,532392,641073,32104,23918,26022,1286,241254,3233,8624,1275,197,30196,14361,15835,25907,27308,241598,49890,47320,168702
Pima,2017,Pima,Arizona,04,019,04019,2017 1/5 Year ACS,30468,25753,1167,805750,26657,266273,629796,455770,42875,22145,20730,29936,15816,14120,1582,674,908,1022769,35898,16252,19646,520166,381290,194593,186697,502603,779589,399882,268883,379707,260170,529053,638645,32055,24358,26646,1371,244525,2817,10407,1323,211,31518,15028,16490,26920,28017,243180,55404,54887,175954
Pima,2018,Pima,Arizona,04,019,04019,2018 1/5 Year ACS,32544,25959,1154,822779,29034,274872,625761,459982,45440,22211,23229,30481,16593,13888,1610,784,826,1039073,37940,17302,20638,528806,390183,198881,191302,510267,771880,397412,270657,374468,262091,532748,642896,32824,25076,28133,1374,246303,3149,13124,1342,236,32091,14714,17377,27113,29507,267193,58581,56890,197018
Pima,2019,Pima,Arizona,04,019,04019,2019 1/5 Year ACS,28964,24884,1163,831673,29052,280715,649057,463022,40603,21756,18847,29276,15579,13697,1653,737,916,1047279,38343,16592,21751,531169,395446,201493,193953,516110,795391,407255,272289,388136,263146,535435,644622,33479,25212,28691,1413,249596,3102,14702,1320,240,30929,14613,16316,26047,30104,251888,55211,54664,182616
Pima,2020,Pima,Arizona,04,019,04019,2020 1/5 Year ACS,26973,25774,1300,822114,27625,273862,620256,459707,37350,19174,18176,30086,15604,14482,1752,870,882,1038476,36441,15805,20636,527601,389875,198882,190993,510875,761356,390011,270299,371345,260845,531144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31838,15364,16474,27074,NA,277120,54176,51453,201858
Pima,2020,Pima,Arizona,04,019,04019,2019 1/5 Year ACS,28964,24884,1163,831673,29052,280715,649057,463022,40603,21756,18847,29276,15579,13697,1653,737,916,1047279,38343,16592,21751,531169,395446,201493,193953,516110,795391,407255,272289,388136,263146,535435,644622,33479,25212,28691,1413,249596,3102,14702,1320,240,30929,14613,16316,26047,30104,251888,55211,54664,182616
Pima,2021,Pima,Arizona,04,019,04019,2021 1/5 Year ACS,23147,24930,1198,838722,28207,289757,513943,449981,31173,16445,14728,29332,16639,12693,1549,666,883,1052030,37818,17410,20408,531832,404972,205683,199289,520198,610936,310699,261115,300237,255887,517002,641704,32762,22989,28405,1408,198781,2876,14307,1015,141,30881,13576,17305,26128,29813,441094,48712,51160,324779
Pima,2022,Pima,Arizona,04,019,04019,2022 1/5 Year ACS,23509,28844,1224,850685,29387,295379,509183,451421,33121,16841,16280,33618,18639,14979,1635,810,825,1057597,36470,17309,19161,533447,406955,206613,200342,524150,601445,307356,262036,294089,255661,517697,645312,32787,21221,29112,1498,164956,3252,14057,1169,137,35253,15804,19449,30068,30610,456152,51245,53599,341502
Pima,2023,Pima,Arizona,04,019,04019,2023 1/5 Year ACS,20672,26580,1195,858318,31679,283409,529221,466200,27841,15523,12318,30181,17198,12983,1624,807,817,1063162,41665,19209,22456,537803,389409,197998,191411,525359,614530,313496,270147,301034,261962,532109,670399,34497,21245,30038,1504,126101,3292,11343,1019,120,31805,13800,18005,27775,31542,448632,48574,52737,329097
Pima,2024,Pima,Arizona,04,019,04019,2024 1/5 Year ACS,22914,32588,1176,875038,31905,293197,525614,466437,30412,15426,14986,37111,21166,15945,1606,887,719,1080149,41974,18801,23173,546251,400119,203218,196901,533898,619171,320580,269932,298591,260932,530864,674380,35505,20466,31152,1226,92497,2926,10344,1496,380,38717,16664,22053,33764,32378,460978,54823,56280,349424
San Francisco,2014,San Francisco,California,06,075,06075,2014 1/5 Year ACS,2661,253965,2683,738024,38079,103905,361901,315606,3124,1122,2002,289650,156041,133609,3566,1883,1683,852469,45986,22275,23711,418587,130275,61425,68850,433882,403610,186370,159338,217240,188793,348131,702548,45653,1680,276094,3409,66877,1958,1444,2180,157,293216,135292,157924,256648,279503,448859,161005,181321,376123
San Francisco,2015,San Francisco,California,06,075,06075,2015 1/5 Year ACS,2451,263785,2795,748751,38231,105297,364763,318527,2854,1188,1666,301034,161512,139522,3649,1907,1742,864816,44843,22290,22553,425064,132114,62389,69725,439752,409361,189520,161902,219841,191103,353005,712144,44879,1520,281896,3370,62949,1946,1334,2530,279,304683,141264,163419,266580,285266,455455,165483,186897,383988
