site,year,county_name,state,statefip,countyfip,statefip_countyfip,source,pop_adult_AIAN_any_ethnicity,pop_adult_A_any_ethnicity,pop_adult_PI_any_ethnicity,pop_adult_any_ethnicity,pop_adult_black_any_ethnicity,pop_adult_hispanic_any_race,pop_adult_white_any_ethnicity,pop_adult_white_non_hispanic,pop_total_AIAN_any_ethnicity,pop_total_AIAN_female_any_ethnicity,pop_total_AIAN_male_any_ethnicity,pop_total_A_any_ethnicity,pop_total_A_female_any_ethnicity,pop_total_A_male_any_ethnicity,pop_total_PI_any_ethnicity,pop_total_PI_female_any_ethnicity,pop_total_PI_male_any_ethnicity,pop_total_any_ethnicity,pop_total_black_any_ethnicity,pop_total_black_female_any_ethnicity,pop_total_black_male_any_ethnicity,pop_total_female_any_ethnicity,pop_total_hispanic_any_race,pop_total_hispanic_female_any_race,pop_total_hispanic_male_any_race,pop_total_male_any_ethnicity,pop_total_white_any_ethnicity,pop_total_white_female_any_ethnicity,pop_total_white_female_non_hispanic,pop_total_white_male_any_ethnicity,pop_total_white_male_non_hispanic,pop_total_white_non_hispanic,pop_total_non_hispanic,pop_total_black_non_hispanic,pop_total_AIAN_non_hispanic,pop_total_A_non_hispanic,pop_total_PI_non_hispanic,pop_total_white_hispanic_only,pop_total_black_hispanic_only,pop_total_AIAN_hispanic_only,pop_total_A_hispanic_only,pop_total_PI_hispanic_only,pop_total_API_any_ethnicity,pop_total_API_male_any_ethnicity,pop_total_API_female_any_ethnicity,pop_adult_API_any_ethnicity,pop_total_API_non_hispanic,pop_total_poc,pop_total_poc_male,pop_total_poc_female,pop_adult_poc
San Francisco,2016,San Francisco,California,06,075,06075,2016 1/5 Year ACS,2551,264410,2578,752912,37196,105164,361464,319200,2922,1277,1645,300409,160984,139425,3168,1560,1608,870887,43468,21548,21920,427110,132538,63008,69530,443777,404410,184679,161958,219731,192060,354018,720384,43758,1427,285040,2922,59267,1849,1495,2807,246,303577,141033,162544,266988,287962,466477,164598,185369,391448
San Francisco,2017,San Francisco,California,06,075,06075,2017 1/5 Year ACS,2772,271906,2554,765779,38792,107084,359623,320307,3306,1589,1717,306459,164959,141500,3226,1576,1650,884363,45815,23074,22741,433934,134705,64239,70466,450429,402967,186367,161991,216600,193715,355706,732314,43961,1435,292694,2925,55266,1693,1871,2653,301,309685,143150,166535,274460,295619,481396,167608,191198,406156
San Francisco,2018,San Francisco,California,06,075,06075,2018 1/5 Year ACS,2382,269810,2376,764621,38758,106738,357270,317895,2746,1332,1414,302795,163012,139783,2911,1480,1431,883305,45886,21222,24664,432320,134664,64233,70431,450985,400727,186369,161444,214358,192063,353507,737393,43619,1363,294846,2694,52868,1783,1383,2821,217,305706,141214,164492,272186,297540,482578,167292,187046,407351
San Francisco,2019,San Francisco,California,06,075,06075,2019 1/5 Year ACS,2671,275121,2561,763303,41103,106503,354022,315147,3223,1629,1594,307649,165224,142425,3188,1519,1669,881549,48225,23830,24395,434133,134309,64120,70189,447416,398662,182654,160540,216008,190470,351010,741647,43782,1634,298108,2934,51633,1774,1589,2910,254,310837,144094,166743,277682,301042,482887,170083,192202,409281
San Francisco,2020,San Francisco,California,06,075,06075,2020 1/5 Year ACS,2973,267333,2536,757421,37918,105819,351664,314968,3800,1659,2141,300339,160943,139396,3179,1493,1686,874784,44930,21372,23558,428538,132865,63279,69586,446246,392476,180287,158748,212189,189701,348449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303518,141082,162436,269869,NA,482308,166781,185467,405757
San Francisco,2020,San Francisco,California,06,075,06075,2019 1/5 Year ACS,2671,275121,2561,763303,41103,106503,354022,315147,3223,1629,1594,307649,165224,142425,3188,1519,1669,881549,48225,23830,24395,434133,134309,64120,70189,447416,398662,182654,160540,216008,190470,351010,741647,43782,1634,298108,2934,51633,1774,1589,2910,254,310837,144094,166743,277682,301042,482887,170083,192202,409281
San Francisco,2021,San Francisco,California,06,075,06075,2021 1/5 Year ACS,3294,260030,2524,701174,35829,101043,283203,270768,4212,1660,2552,289622,153043,136579,3111,1401,1710,815201,42989,19682,23307,397888,128030,61002,67028,417313,317763,143511,136098,174252,166084,302182,732692,42642,1675,295385,2847,37006,2493,2537,2295,264,292733,138289,154444,262554,298232,497438,164148,175786,417971
San Francisco,2022,San Francisco,California,06,075,06075,2022 1/5 Year ACS,3810,258163,2694,698006,31752,101689,280975,265207,4725,1944,2781,289678,154016,135662,3312,1549,1763,808437,37361,18403,18958,393746,128162,60886,67276,414691,315764,144469,133210,171295,162133,295343,719519,41934,1758,294027,3010,30574,2124,2967,2095,302,292990,137425,155565,260857,297037,492673,159164,175912,417031
San Francisco,2023,San Francisco,California,06,075,06075,2023 1/5 Year ACS,4337,258514,2567,698913,34205,105392,281915,265443,5524,2321,3203,290315,154240,136075,3141,1495,1646,808988,38954,17287,21667,392928,132490,62915,69575,416060,315781,143468,133502,172313,162588,296090,703055,40243,1691,290116,2825,25081,2304,3833,2361,316,293456,137721,155735,261081,292941,493207,162591,175343,416998
San Francisco,2024,San Francisco,California,06,075,06075,2024 1/5 Year ACS,4852,264190,2376,716449,34671,110561,284184,269649,6059,2604,3455,293229,153342,139887,2928,1430,1498,827526,41300,20534,20766,401616,138892,66140,72752,425910,316802,142963,135215,173839,164921,300136,695576,38925,1520,290030,2714,18695,2408,4539,2137,214,296157,141385,154772,266566,292744,510724,165606,177910,432265
Shelby,2014,Shelby,Tennessee,47,157,47157,2014 1/5 Year ACS,1460,17720,251,699439,358114,33334,298025,281022,2011,932,1079,23187,11719,11468,387,254,133,938803,494192,265492,228700,491461,55951,25793,30158,447342,374933,192577,179357,182356,169002,348359,881825,489400,1247,22818,212,24857,2053,764,141,175,23574,11601,11973,17971,23030,563870,241380,278397,401414
Shelby,2015,Shelby,Tennessee,47,157,47157,2015 1/5 Year ACS,1301,18180,205,700148,362069,33829,295815,278107,1846,855,991,24355,13606,10749,332,221,111,938069,498328,267619,230709,491822,57120,26473,30647,446247,371647,189364,176847,182283,167069,343916,882412,492349,1172,23276,187,25336,2019,674,145,145,24687,10860,13827,18385,23463,566422,242560,282301,404333
Shelby,2016,Shelby,Tennessee,47,157,47157,2016 1/5 Year ACS,1587,17654,205,699010,363666,32980,289600,274141,2211,1046,1165,22771,11737,11034,301,191,110,934603,499045,268337,230708,489260,57404,26822,30582,445343,360410,184811,172681,175599,163341,336022,881227,496478,1318,23110,189,25957,1898,893,98,112,23072,11144,11928,17859,23299,574193,243017,281311,409410
Shelby,2017,Shelby,Tennessee,47,157,47157,2017 1/5 Year ACS,1263,18607,224,702972,366675,34040,290963,274117,1567,692,875,23830,12735,11095,358,236,122,936961,501621,269441,232180,491351,59571,27879,31692,445610,366230,186807,172261,179423,163158,335419,880649,498510,1030,23452,206,27934,1874,537,93,152,24188,11217,12971,18831,23658,570731,244272,283104,412009
Shelby,2018,Shelby,Tennessee,47,157,47157,2018 1/5 Year ACS,1253,19275,213,702575,369088,34699,293049,271328,1607,701,906,24879,13046,11833,251,125,126,935764,505484,272039,233445,490486,61153,28686,32467,445278,367604,186110,170175,181494,161326,331501,878468,499489,1037,23821,201,30166,2138,570,103,50,25130,11959,13171,19488,24022,568160,246310,285911,409526
Shelby,2019,Shelby,Tennessee,47,157,47157,2019 1/5 Year ACS,1320,19896,215,704794,372352,34946,289906,269611,1562,716,846,26200,13220,12980,264,136,128,937166,504715,273267,231448,491704,62125,28867,33258,445462,365798,185640,169300,180158,160708,330008,876803,500339,1010,24494,217,31341,2330,552,132,47,26464,13108,13356,20111,24711,571368,245402,287339,414888
Shelby,2020,Shelby,Tennessee,47,157,47157,2020 1/5 Year ACS,1426,19560,304,702439,368121,34255,285943,269730,1728,783,945,25385,13350,12035,339,208,131,936611,504387,272035,232352,492039,60266,28464,31802,444572,357239,182734,169428,174505,160548,329976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25724,12166,13558,19864,NA,579372,245463,286376,416496
Shelby,2020,Shelby,Tennessee,47,157,47157,2019 1/5 Year ACS,1320,19896,215,704794,372352,34946,289906,269611,1562,716,846,26200,13220,12980,264,136,128,937166,504715,273267,231448,491704,62125,28867,33258,445462,365798,185640,169300,180158,160708,330008,876803,500339,1010,24494,217,31341,2330,552,132,47,26464,13108,13356,20111,24711,571368,245402,287339,414888
Shelby,2021,Shelby,Tennessee,47,157,47157,2021 1/5 Year ACS,1096,20492,465,692706,361302,36019,259922,255957,2235,1087,1148,26033,13083,12950,616,364,252,924454,490261,262508,227753,484923,63768,30447,33321,439531,319857,162812,160405,157045,153406,313811,867893,498022,775,25564,524,24224,1738,1460,190,92,26649,13202,13447,20957,26088,604597,242103,277042,432784
Shelby,2022,Shelby,Tennessee,47,157,47157,2022 1/5 Year ACS,995,21431,338,687934,361602,37122,259267,253308,2192,1068,1124,27367,13965,13402,371,250,121,916371,491801,266707,225094,480899,65401,31374,34027,435472,320019,161815,157496,158204,152351,309847,863608,496110,513,26571,134,19879,2104,1679,152,237,27738,13523,14215,21769,26705,596352,239741,281990,428667
Shelby,2023,Shelby,Tennessee,47,157,47157,2023 1/5 Year ACS,1533,19867,821,678990,352389,46565,245096,241692,3604,1789,1815,24358,12495,11863,974,563,411,910042,475978,259327,216651,479233,80955,38887,42068,430809,302845,154347,151520,148498,145081,296601,843943,485527,386,26120,607,15935,1537,3218,253,367,25332,12274,13058,20688,26727,607197,230740,274174,433894
Shelby,2024,Shelby,Tennessee,47,157,47157,2024 1/5 Year ACS,1552,22654,1058,680512,349732,50402,243357,237113,3475,1798,1677,27735,13937,13798,1248,738,510,910530,476316,257934,218382,479081,86834,41539,45295,431449,300284,152805,148017,147479,141842,289859,837839,480352,439,26990,840,11558,1654,3036,131,408,28983,14308,14675,23712,27830,610246,234367,274407,437155
Spokane,2014,Spokane,Washington,53,063,53063,2014 1/5 Year ACS,5283,8452,1179,375486,6072,16399,340451,328897,7318,3434,3884,10462,5816,4646,1652,789,863,484318,8262,2483,5779,244511,25322,12530,12792,239807,431417,218431,209149,212986,204843,413992,453611,8694,6036,10932,1581,14608,606,644,146,71,12114,5509,6605,9631,12513,52901,15172,12522,35035
Spokane,2015,Spokane,Washington,53,063,53063,2015 1/5 Year ACS,4810,8977,1458,381048,6479,17273,343169,332237,6567,3334,3233,10729,6759,3970,1966,1033,933,490945,8785,3259,5526,246900,26599,12958,13641,244045,435403,220055,210973,215348,206384,417357,456479,8294,6111,11003,1923,15872,491,637,133,43,12695,4903,7792,10435,12926,55542,13662,14385,37879
Spokane,2016,Spokane,Washington,53,063,53063,2016 1/5 Year ACS,4764,9217,1445,388177,6537,17992,346409,337828,6487,3239,3248,11616,6800,4816,2171,1164,1007,499072,8754,3382,5372,250972,27420,12698,14722,248100,437088,220242,214350,216846,209741,424091,460716,8346,5823,11224,2104,15667,408,664,103,67,13787,5823,7964,10662,13328,61984,14443,14585,41768
Spokane,2017,Spokane,Washington,53,063,53063,2017 1/5 Year ACS,4977,9498,1609,393762,6394,19241,352555,340972,6778,3428,3350,11346,6606,4740,2388,1197,1191,506152,8347,3543,4804,255474,29049,14241,14808,250678,445297,225208,216323,220089,211506,427829,464389,7958,5698,10960,2346,16375,389,1080,145,42,13734,5931,7803,11107,13306,60855,14085,14774,41207
Spokane,2018,Spokane,Washington,53,063,53063,2018 1/5 Year ACS,5300,9978,1701,400578,6248,20450,354909,345057,7317,4356,2961,11786,6560,5226,2507,1232,1275,514631,8009,3382,4627,260981,30473,15218,15255,253650,447999,225979,219198,222020,214073,433271,470182,7709,5926,10889,2448,16183,300,1322,228,59,14293,6501,7792,11679,13337,66632,14089,15530,45669
Spokane,2019,Spokane,Washington,53,063,53063,2019 1/5 Year ACS,5106,9598,1858,407948,7711,21597,363173,350050,6817,3643,3174,12000,7622,4378,2799,1378,1421,522798,10859,5057,5802,263625,31835,15510,16325,259173,459016,232218,221888,226798,216743,438631,476535,8207,5610,11336,2746,16324,237,1207,217,53,14799,5799,9000,11456,14082,63782,14775,17700,44775
Spokane,2020,Spokane,Washington,53,063,53063,2020 1/5 Year ACS,4923,9455,2034,400093,7053,20294,354151,344071,6420,3428,2992,11584,6883,4701,3078,1473,1605,513402,9204,4104,5100,258611,30770,14928,15842,254791,446254,225443,217847,220811,212689,430536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14662,6306,8356,11489,NA,67148,14398,15888,45942
Spokane,2020,Spokane,Washington,53,063,53063,2019 1/5 Year ACS,5106,9598,1858,407948,7711,21597,363173,350050,6817,3643,3174,12000,7622,4378,2799,1378,1421,522798,10859,5057,5802,263625,31835,15510,16325,259173,459016,232218,221888,226798,216743,438631,476535,8207,5610,11336,2746,16324,237,1207,217,53,14799,5799,9000,11456,14082,63782,14775,17700,44775
Spokane,2021,Spokane,Washington,53,063,53063,2021 1/5 Year ACS,4648,8939,2195,427259,8975,24471,361361,356676,6167,3100,3067,11377,7198,4179,3267,1595,1672,546040,12374,5315,7059,273909,36188,17523,18665,272131,449148,226042,222350,223106,219887,442237,498389,9241,4827,11445,3177,14310,365,1340,339,90,14644,5851,8793,11134,14622,96892,15977,17208,65898
Spokane,2022,Spokane,Washington,53,063,53063,2022 1/5 Year ACS,4855,10551,2222,432565,7735,25597,367403,361168,6141,2856,3285,13177,7332,5845,3356,1653,1703,549690,9191,3884,5307,275703,37952,18418,19534,273987,455622,228528,223770,227094,222381,446151,503961,9880,4511,11725,3283,12732,412,1215,279,73,16533,7548,8985,12773,15008,94068,16140,15725,65162
Spokane,2023,Spokane,Washington,53,063,53063,2023 1/5 Year ACS,4646,10233,2371,433864,9165,27021,364734,359140,6616,3423,3193,12938,7352,5586,3673,1852,1821,551455,12080,4802,7278,275297,40282,19145,21137,276158,451726,226735,222579,224991,221041,443620,506967,10372,4217,12150,3563,12144,494,1407,288,110,16611,7407,9204,12604,15713,99729,17878,17429,69130
Spokane,2024,Spokane,Washington,53,063,53063,2024 1/5 Year ACS,4189,11602,2654,438883,8051,28316,368530,360919,5459,2518,2941,13498,7241,6257,4017,2035,1982,555947,11000,4662,6338,277917,41774,20190,21584,278030,455176,231038,223387,224138,219214,442601,510179,10556,3978,12242,3891,10153,852,1481,326,126,17515,8239,9276,14256,16133,100771,17518,16456,70353
St. Louis,2014,St. Louis,Missouri,29,189,29189,2014 1/5 Year ACS,1142,30074,93,778216,171879,17971,559972,546333,1438,613,825,38163,19720,18443,93,59,34,1001876,237577,132058,105519,527744,27528,13706,13822,474132,695450,361323,351102,334127,324498,675600,974218,232243,1206,35621,93,18098,876,232,157,0,38256,18477,19779,30167,35714,306426,124821,152450,218244
St. Louis,2015,St. Louis,Missouri,29,189,29189,2015 1/5 Year ACS,1090,32864,131,780259,174002,18308,558407,544563,1462,592,870,42835,22275,20560,170,91,79,1003362,236786,132451,104335,528019,28140,14386,13754,475343,691396,358424,348930,332972,323413,672343,974544,232960,1296,37642,123,18425,817,166,123,47,43005,20639,22366,32995,37765,311966,125844,155409,221852
St. Louis,2016,St. Louis,Missouri,29,189,29189,2016 1/5 Year ACS,1155,31047,163,776918,173027,18522,552814,538602,1622,674,948,39819,21502,18317,222,102,120,998581,238612,130417,108195,524363,28176,13836,14340,474218,684030,353434,343636,330596,319787,663423,973552,235082,1435,38309,162,18821,838,187,150,60,40041,18437,21604,31210,38471,314551,127580,152695,224104
St. Louis,2017,St. Louis,Missouri,29,189,29189,2017 1/5 Year ACS,1212,33481,174,777147,176504,19128,546170,533861,1697,829,868,43613,22080,21533,244,120,124,996726,241023,133467,107556,523577,29119,14195,14924,473149,674608,349416,340235,325192,315812,656047,971755,236515,1529,39534,187,19622,787,168,146,57,43857,21657,22200,33655,39721,322118,130081,156496,230977
St. Louis,2018,St. Louis,Missouri,29,189,29189,2018 1/5 Year ACS,1325,36417,212,777418,177803,19379,545806,531157,1821,988,833,45482,23735,21747,290,172,118,996945,243987,135511,108476,524592,29524,15052,14472,472353,674930,348973,338346,325957,314817,653163,970381,239475,1506,41418,225,19300,837,315,183,65,45772,21865,23907,36629,41643,322015,131174,160406,231612
St. Louis,2019,St. Louis,Missouri,29,189,29189,2019 1/5 Year ACS,1213,35373,254,776516,177793,19618,538390,527507,1621,1004,617,45301,22912,22389,367,219,148,994205,242125,133815,108310,522042,29916,14860,15056,472163,665587,344838,335388,320749,312367,647755,968085,240128,1284,42747,301,18954,756,337,164,66,45668,22537,23131,35627,43048,328618,131464,157950,238126
St. Louis,2020,St. Louis,Missouri,29,189,29189,2020 1/5 Year ACS,1301,34574,195,776501,176135,19208,537588,526631,1745,1029,716,44412,23116,21296,289,158,131,996179,241560,133756,107804,523364,29396,14531,14865,472815,662172,342333,334062,319839,311561,645623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44701,21427,23274,34769,NA,334007,129947,158059,238913
St. Louis,2020,St. Louis,Missouri,29,189,29189,2019 1/5 Year ACS,1213,35373,254,776516,177793,19618,538390,527507,1621,1004,617,45301,22912,22389,367,219,148,994205,242125,133815,108310,522042,29916,14860,15056,472163,665587,344838,335388,320749,312367,647755,968085,240128,1284,42747,301,18954,756,337,164,66,45668,22537,23131,35627,43048,328618,131464,157950,238126
St. Louis,2021,St. Louis,Missouri,29,189,29189,2021 1/5 Year ACS,870,36684,160,776393,174363,20591,508295,504856,1074,619,455,45646,22052,23594,228,107,121,997187,239730,133435,106295,520696,31409,15821,15588,476491,615607,317464,315466,298143,295767,611233,971716,241369,765,45473,219,13537,865,309,73,9,45874,23715,22159,36844,45692,381580,130465,156213,268098
St. Louis,2022,St. Louis,Missouri,29,189,29189,2022 1/5 Year ACS,681,39369,166,775208,174295,21478,510160,505882,858,424,434,49277,25207,24070,198,92,106,990414,233480,125647,107833,515712,32380,15937,16443,474702,621860,319175,316275,302685,299503,615778,968687,241129,628,46862,197,11037,861,230,110,1,49475,24176,25299,39535,47059,368554,132443,151370,265048
St. Louis,2023,St. Louis,Missouri,29,189,29189,2023 1/5 Year ACS,895,38337,185,771816,175882,25703,507860,501806,1067,453,614,46786,23263,23523,210,92,118,987059,238791,132276,106515,514834,38320,18884,19436,472225,620019,317832,312653,302187,298750,611403,959409,239810,558,46635,173,9954,878,509,149,37,46996,23641,23355,38522,46808,367040,130770,156084,263956
St. Louis,2024,St. Louis,Missouri,29,189,29189,2024 1/5 Year ACS,928,42363,159,778538,174414,27286,510751,505467,1148,464,684,53436,27860,25576,213,133,80,992929,231045,127378,103667,518425,40609,20119,20490,474504,624083,319664,315336,304419,300800,616136,957157,239132,530,48640,184,7379,938,618,120,29,53649,25656,27993,42522,48824,368846,130007,155835,267787
